"numero_empenho","ano_empenho","data_empenho","tipo_licitacao","numero_processo","codigo_orgao","descricao_orgao","codigo_unidade","descricao_unidade","codigo_funcao","descricao_funcao","codigo_subfuncao","descricao_subfuncao","codigo_programa","descricao_programa","codigo_projeto","descricao_projeto","codigo_recurso","descricao_recurso","favorecido","cnpjcpf_favorecido","descricao_item","quantidade_item","valor_unitario_item","valor_total_itens","valor_empenho","valor_liquidado","valor_pago"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","71.00","109.48","7773.08","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","71.00","109.48","7773.08","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","22.00","105.48","2320.56","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","22.00","105.48","2320.56","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","3.00","70.21","210.63","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","3.00","70.21","210.63","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","1.00","74.20","74.20","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","1.00","74.20","74.20","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","2.00","117.37","234.74","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","2.00","117.37","234.74","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","9.00","79.38","714.42","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","9.00","79.38","714.42","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","3.00","117.37","352.11","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","3.00","117.37","352.11","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","1.00","113.37","113.37","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","1.00","113.37","113.37","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","5.00","113.37","566.85","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","5.00","113.37","566.85","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","2.00","78.48","156.96","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","2.00","78.48","156.96","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","7.00","81.81","572.67","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","7.00","81.81","572.67","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","7.00","259.79","1818.53","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","7.00","259.79","1818.53","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","6.00","79.38","476.28","15384.40","0.00","0.00"
"2672",2020,"2020-04-24","DISPENSA DE LICITAÇÃO","008325/2020-02",15,"SECRETARIA MUNICIPAL DE EDUCACAO",1,"GABINETE DO SECRETARIO/SME",12,"EDUCAÇÃO",361,"ENSINO FUNDAMENTAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1071,"SME - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","COMERCIAL ZONA SUL LTDA","08091529000170","CESTA BÁSICA","6.00","79.38","476.28","15384.40","0.00","0.00"
"4195",2020,"2020-08-06","DISPENSA DE LICITAÇÃO","8913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","COLCHÃO","100.00","370.00","37000.00","70039.20","0.00","0.00"
"4195",2020,"2020-08-06","DISPENSA DE LICITAÇÃO","8913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","COLCHÃO","110.00","233.08","25638.80","70039.20","0.00","0.00"
"4195",2020,"2020-08-06","DISPENSA DE LICITAÇÃO","8913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","COLCHÃO","40.00","185.01","7400.40","70039.20","0.00","0.00"
"3612",2020,"2020-07-07","NÃO APLICÁVEL","10241/2020-21",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","SOCIEDADE PROFESSOR HEITOR CARRILHO","08587099000262","CONVÊNIO ENTIDADES PRIVADAS SEM FINS LUCRATIVOS","1.00","2873032.08","2873032.08","2873032.08","2873032.08","2873032.08"
"3612",2020,"2020-07-07","NÃO APLICÁVEL","10241/2020-21",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","SOCIEDADE PROFESSOR HEITOR CARRILHO","08587099000262","CONVÊNIO ENTIDADES PRIVADAS SEM FINS LUCRATIVOS","1.00","2873032.08","2873032.08","2873032.08","2873032.08","2873032.08"
"3612",2020,"2020-07-07","NÃO APLICÁVEL","10241/2020-21",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","SOCIEDADE PROFESSOR HEITOR CARRILHO","08587099000262","CONVÊNIO ENTIDADES PRIVADAS SEM FINS LUCRATIVOS","1.00","2873032.08","2873032.08","2873032.08","2873032.08","2873032.08"
"4366",2020,"2020-08-17","DISPENSA DE LICITAÇÃO","9732/2020-29",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","A S CONFECÇÕES LTDA","07346963000190","CAPOTE CIRÚRGICO","34000.00","24.19","822460.00","822460.00","0.00","0.00"
"3800",2020,"2020-07-17","DISPENSA DE LICITAÇÃO","10672/2020-97",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","AIR LIQUIDE BRASIL LTDA","00331788002405","OXIGÊNIO","200.00","40.00","8000.00","235040.00","0.00","0.00"
"3800",2020,"2020-07-17","DISPENSA DE LICITAÇÃO","10672/2020-97",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","AIR LIQUIDE BRASIL LTDA","00331788002405","OXIGÊNIO","66000.00","3.44","227040.00","235040.00","0.00","0.00"
"3665",2020,"2020-07-08","DISPENSA DE LICITAÇÃO","008570/2020-10",17,"SECRETARIA MUNICIPAL DE SERVICOS URBANOS",1,"GABINETE DO SECRETARIO/SEMSUR",15,"URBANISMO",452,"SERVIÇOS URBANOS",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1074,"SEMSUR - NATAL NO COMBATE AO NOVO CORONA",10010001,"ORDINÁRIOS - COVID","PROLIMP PRODUTOS E SERVIÇOS EIRELI","40764896000108","SERVIÇO DE LOCAÇÃO","1.00","62100.00","62100.00","62100.00","0.00","0.00"
"4260",2020,"2020-08-10","DISPENSA DE LICITAÇÃO","10719/2020-12",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","VALMIR BARBOSA DE MORAIS- ME","35302991000141","MÁSCARA HOSPITALAR","10.00","40.64","406.40","406.40","406.40","406.40"
"4260",2020,"2020-08-10","DISPENSA DE LICITAÇÃO","10719/2020-12",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","VALMIR BARBOSA DE MORAIS- ME","35302991000141","MÁSCARA HOSPITALAR","10.00","40.64","406.40","406.40","406.40","406.40"
"4260",2020,"2020-08-10","DISPENSA DE LICITAÇÃO","10719/2020-12",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",12140001,"CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - COVID","VALMIR BARBOSA DE MORAIS- ME","35302991000141","MÁSCARA HOSPITALAR","10.00","40.64","406.40","406.40","406.40","406.40"
"3155",2020,"2020-05-29","DISPENSA DE LICITAÇÃO","009555/2020-81",17,"SECRETARIA MUNICIPAL DE SERVICOS URBANOS",1,"GABINETE DO SECRETARIO/SEMSUR",15,"URBANISMO",452,"SERVIÇOS URBANOS",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1074,"SEMSUR - NATAL NO COMBATE AO NOVO CORONA",10010001,"ORDINÁRIOS - COVID","BONES PRA SOL LTDA","11183156000171","MÁSCARA","25000.00","1.15","28750.00","28750.00","0.00","0.00"
"3155",2020,"2020-05-29","DISPENSA DE LICITAÇÃO","009555/2020-81",17,"SECRETARIA MUNICIPAL DE SERVICOS URBANOS",1,"GABINETE DO SECRETARIO/SEMSUR",15,"URBANISMO",452,"SERVIÇOS URBANOS",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1074,"SEMSUR - NATAL NO COMBATE AO NOVO CORONA",10010001,"ORDINÁRIOS - COVID","BONES PRA SOL LTDA","11183156000171","MÁSCARA","25000.00","1.15","28750.00","28750.00","0.00","0.00"
"4266",2020,"2020-08-11","DISPENSA DE LICITAÇÃO Numero Licitação : 009026","009026/2020-87",18,"SECRETARIA MUNIC. DO TRABALHO E ASSISTENCIA SOCIAL",49,"FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FUMAS",8,"ASSISTÊNCIA SOCIAL",244,"ASSISTÊNCIA COMUNITÁRIA",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1053,"SEMTAS - NATAL NO COMBATE AO NOVO CORONA",10010001,"ORDINÁRIOS - COVID","ASNAT- ASSOCIAÇÃO DE SURDOS DE NATAL","02058988000175","OUTROS SERVIÇOS DE PESSOA JURIDICA","1.00","15600.00","15600.00","15600.00","0.00","0.00"
"3442",2020,"2020-06-22","DISPENSA DE LICITAÇÃO","8913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","COLCHÃO","100.00","370.00","37000.00","70039.20","0.00","0.00"
"3442",2020,"2020-06-22","DISPENSA DE LICITAÇÃO","8913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","COLCHÃO","100.00","370.00","37000.00","70039.20","0.00","0.00"
"3442",2020,"2020-06-22","DISPENSA DE LICITAÇÃO","8913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","COLCHÃO","110.00","233.08","25638.80","70039.20","0.00","0.00"
"3442",2020,"2020-06-22","DISPENSA DE LICITAÇÃO","8913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","COLCHÃO","110.00","233.08","25638.80","70039.20","0.00","0.00"
"3442",2020,"2020-06-22","DISPENSA DE LICITAÇÃO","8913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","COLCHÃO","40.00","185.01","7400.40","70039.20","0.00","0.00"
"3442",2020,"2020-06-22","DISPENSA DE LICITAÇÃO","8913/2020-38",20,"SECRETARIA MUNICIPAL DE SAUDE",49,"FUNDO MUNICIPAL DE SAUDE",10,"SAUDE",122,"ADMINISTRAÇÃO GERAL",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1051,"SMS - NATAL NO COMBATE AO NOVO CORONAVIR",10010001,"ORDINÁRIOS - COVID","ANDREA FARIAS DE SOUZA ARAUJO ME","14708968000181","COLCHÃO","40.00","185.01","7400.40","70039.20","0.00","0.00"
"3706",2020,"2020-07-13","NÃO APLICÁVEL Numero Licitação : 010330","011099/2020-39",18,"SECRETARIA MUNIC. DO TRABALHO E ASSISTENCIA SOCIAL",49,"FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FUMAS",8,"ASSISTÊNCIA SOCIAL",244,"ASSISTÊNCIA COMUNITÁRIA",1,"ATIVIDADES DE APOIO ADMINISTRATIVO",1053,"SEMTAS - NATAL NO COMBATE AO NOVO CORONA",13110001,"TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL ASSIST - COVID","ASSOCIACAO ESPIRITA ENVIADOS DE JESUS","08430951000102","CONVÊNIO ENTIDADES PRIVADAS SEM FINS LUCRATIVOS","1.00","60000.00","60000.00","60000.00","0.00","0.00"
